participant_code,batch_id,condition,trial_index,condition_repetition,n,requested_n,components,duration_s,accuracy,wpm,cpm,attempted_chars,attempted_letters,correct_chars,correct_letters,total_chars,edit_distance,aligned_target_chars,msd_error_rate,scoring_method,first_key_latency_ms,text_storage_status
P001,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.972972972972973,21.6,108.0,37,32,36,31,220,1,36,0.02702702702702703,msd_target_prefix_v1,1007.3000000000466,direct_match
P001,july,control,1,1,1,1,none,20.0,0.9555555555555556,25.8,129.0,45,38,43,36,220,2,45,0.044444444444444446,msd_target_prefix_v1,671.8000000000466,direct_match
P001,july,control,2,2,1,1,none,20.0,0.967741935483871,18.0,90.0,31,27,30,26,220,1,31,0.03225806451612903,msd_target_prefix_v1,878.3000000000466,direct_match
P001,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.975,23.400000000000002,117.0,40,34,39,33,219,1,40,0.025,msd_target_prefix_v1,575.1000000000931,compatible_with_stripped_boundary_spaces
P002,july,control,0,1,1,1,none,20.0,1.0,17.400000000000002,87.0,29,25,29,25,220,0,29,0.0,msd_target_prefix_v1,567.4000000001397,compatible_with_stripped_boundary_spaces
P002,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,16.8,84.0,28,24,28,24,219,0,28,0.0,msd_target_prefix_v1,567.1999999999534,compatible_with_stripped_boundary_spaces
P002,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,16.8,84.0,28,24,28,24,220,0,28,0.0,msd_target_prefix_v1,527.8000000000466,direct_match
P002,july,control,3,2,1,1,none,20.0,1.0,18.6,93.0,31,26,31,26,220,0,31,0.0,msd_target_prefix_v1,390.10000000009313,compatible_with_stripped_boundary_spaces
P003,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9655172413793104,16.8,84.0,29,25,28,24,220,1,29,0.034482758620689655,msd_target_prefix_v1,494.89999999990687,direct_match
P003,july,control,1,1,1,1,none,20.0,1.0,24.0,120.0,40,35,40,35,220,0,40,0.0,msd_target_prefix_v1,462.89999999990687,direct_match
P003,july,control,2,2,1,1,none,20.0,1.0,22.8,114.0,38,32,38,32,220,0,38,0.0,msd_target_prefix_v1,487.6999999997206,compatible_with_stripped_boundary_spaces
P003,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,398.89999999990687,direct_match
P004,july,control,0,1,1,1,none,20.0,0.875,16.8,84.0,32,27,28,24,220,4,32,0.125,msd_target_prefix_v1,295.10000000009313,compatible_with_stripped_boundary_spaces
P004,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9189189189189189,21.0,105.0,37,32,35,30,220,3,37,0.08108108108108109,msd_target_prefix_v1,719.6000000000931,direct_match
P004,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9523809523809523,24.0,120.0,42,37,40,35,220,2,41,0.047619047619047616,msd_target_prefix_v1,518.5,direct_match
P004,july,control,3,2,1,1,none,20.0,0.90625,17.400000000000002,87.0,31,26,29,24,219,3,32,0.09375,msd_target_prefix_v1,558.6000000000931,direct_match
P005,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.96875,18.6,93.0,32,28,31,27,220,1,32,0.03125,msd_target_prefix_v1,295.1999999997206,direct_match
P005,july,control,1,1,1,1,none,20.0,0.9230769230769231,14.4,72.0,26,22,24,21,220,2,25,0.07692307692307693,msd_target_prefix_v1,439.10000000009313,compatible_with_stripped_boundary_spaces
P005,july,control,2,2,1,1,none,20.0,0.9523809523809523,12.0,60.0,21,17,20,17,220,1,21,0.047619047619047616,msd_target_prefix_v1,264.10000000009313,compatible_with_stripped_boundary_spaces
P005,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.96,14.4,72.0,25,21,24,20,220,1,25,0.04,msd_target_prefix_v1,407.29999999981374,compatible_with_stripped_boundary_spaces
P006,july,control,0,1,1,1,none,20.0,1.0,23.400000000000002,117.0,39,34,39,34,220,0,39,0.0,msd_target_prefix_v1,407.20000000018626,direct_match
P006,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9459459459459459,21.0,105.0,37,31,35,29,220,2,37,0.05405405405405406,msd_target_prefix_v1,327.60000000009313,direct_match
P006,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.8974358974358975,21.0,105.0,39,32,35,28,220,4,38,0.10256410256410256,msd_target_prefix_v1,327.79999999981374,compatible_with_stripped_boundary_spaces
P006,july,control,3,2,1,1,none,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,342.5,direct_match
P007,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9375,18.0,90.0,32,28,30,26,220,2,32,0.0625,msd_target_prefix_v1,1358.2999999998137,direct_match
P007,july,control,1,1,1,1,none,20.0,1.0,19.200000000000003,96.0,32,28,32,28,220,0,32,0.0,msd_target_prefix_v1,1743.0,direct_match
P007,july,control,2,2,1,1,none,20.0,1.0,24.0,120.0,40,33,40,33,220,0,40,0.0,msd_target_prefix_v1,303.0,direct_match
P007,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,431.69999999925494,compatible_with_stripped_boundary_spaces
P008,july,control,0,1,1,1,none,20.0,1.0,13.799999999999999,69.0,23,20,23,20,220,0,23,0.0,msd_target_prefix_v1,1431.2999999998137,direct_match
P008,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,14.4,72.0,24,20,24,20,220,0,24,0.0,msd_target_prefix_v1,614.9000000003725,direct_match
P008,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9565217391304348,13.200000000000001,66.0,22,20,22,20,220,1,23,0.043478260869565216,msd_target_prefix_v1,511.09999999962747,direct_match
P008,july,control,3,2,1,1,none,20.0,1.0,16.8,84.0,28,24,28,24,220,0,28,0.0,msd_target_prefix_v1,2159.0,compatible_with_stripped_boundary_spaces
P009,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,16.8,84.0,28,24,28,24,220,0,28,0.0,msd_target_prefix_v1,350.69999999925494,compatible_with_stripped_boundary_spaces
P009,july,control,1,1,1,1,none,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,311.5,direct_match
P009,july,control,2,2,1,1,none,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,295.1000000005588,direct_match
P009,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9696969696969697,19.200000000000003,96.0,32,27,32,27,220,1,33,0.030303030303030304,msd_target_prefix_v1,319.40000000037253,direct_match
P010,july,control,0,1,1,1,none,20.0,0.95,22.8,114.0,40,34,38,32,220,2,40,0.05,msd_target_prefix_v1,670.5,direct_match
P010,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9722222222222222,21.0,105.0,36,31,35,30,219,1,35,0.027777777777777776,msd_target_prefix_v1,399.20000000018626,direct_match
P010,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.200000000000003,111.0,37,31,37,31,220,0,37,0.0,msd_target_prefix_v1,1014.4000000003725,compatible_with_stripped_boundary_spaces
P010,july,control,3,2,1,1,none,20.0,0.9375,18.0,90.0,32,27,30,25,220,2,32,0.0625,msd_target_prefix_v1,1246.7999999998137,direct_match
P011,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.7941176470588236,16.200000000000003,81.0,34,28,27,22,220,7,28,0.20588235294117646,msd_target_prefix_v1,454.59999999962747,direct_match
P011,july,control,1,1,1,1,none,20.0,1.0,17.400000000000002,87.0,29,25,29,25,219,0,29,0.0,msd_target_prefix_v1,534.2000000001863,compatible_with_stripped_boundary_spaces
P011,july,control,2,2,1,1,none,20.0,1.0,19.200000000000003,96.0,32,27,32,27,219,0,32,0.0,msd_target_prefix_v1,559.9000000003725,direct_match
P011,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,18.0,90.0,30,25,30,25,220,0,30,0.0,msd_target_prefix_v1,551.1000000005588,compatible_with_stripped_boundary_spaces
P012,july,control,0,1,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,511.29999999981374,compatible_with_stripped_boundary_spaces
P012,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9761904761904762,24.599999999999998,123.0,42,35,41,34,220,1,42,0.023809523809523808,msd_target_prefix_v1,391.6000000005588,direct_match
P012,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9555555555555556,25.8,129.0,45,38,43,36,219,2,43,0.044444444444444446,msd_target_prefix_v1,374.70000000018626,compatible_with_stripped_boundary_spaces
P012,july,control,3,2,1,1,none,20.0,0.9795918367346939,28.8,144.0,49,41,48,40,220,1,49,0.02040816326530612,msd_target_prefix_v1,447.09999999962747,compatible_with_stripped_boundary_spaces
P013,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9333333333333333,16.8,84.0,30,26,28,24,219,2,29,0.06666666666666667,msd_target_prefix_v1,463.20000000018626,direct_match
P013,july,control,1,1,1,1,none,20.0,1.0,18.6,93.0,31,27,31,27,219,0,31,0.0,msd_target_prefix_v1,511.09999999962747,direct_match
P013,july,control,2,2,1,1,none,20.0,1.0,22.200000000000003,111.0,37,32,37,32,220,0,37,0.0,msd_target_prefix_v1,439.19999999925494,direct_match
P013,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,143.59999999962747,direct_match
P014,july,control,0,1,1,1,none,20.0,1.0,42.6,213.0,71,60,71,60,220,0,71,0.0,msd_target_prefix_v1,303.40000000037253,direct_match
P014,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9885057471264368,51.6,258.0,87,74,86,73,220,1,87,0.011494252873563218,msd_target_prefix_v1,255.20000000018626,direct_match
P014,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9861111111111112,42.6,213.0,72,61,71,60,220,1,72,0.013888888888888888,msd_target_prefix_v1,294.80000000074506,compatible_with_stripped_boundary_spaces
P014,july,control,3,2,1,1,none,20.0,0.9726027397260274,42.6,213.0,72,61,71,60,220,2,73,0.0273972602739726,msd_target_prefix_v1,407.29999999981374,compatible_with_stripped_boundary_spaces
P015,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9166666666666666,13.200000000000001,66.0,24,21,22,19,220,2,24,0.08333333333333333,msd_target_prefix_v1,695.0,direct_match
P015,july,control,1,1,1,1,none,20.0,0.9583333333333334,13.799999999999999,69.0,23,20,23,20,219,1,24,0.041666666666666664,msd_target_prefix_v1,599.5999999996275,direct_match
P015,july,control,2,2,1,1,none,20.0,1.0,15.0,75.0,25,21,25,21,220,0,25,0.0,msd_target_prefix_v1,671.8999999985099,compatible_with_stripped_boundary_spaces
P015,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.8333333333333334,12.600000000000001,63.0,24,22,21,19,220,4,24,0.16666666666666666,msd_target_prefix_v1,383.69999999925494,direct_match
P016,july,control,0,1,1,1,none,20.0,0.9743589743589743,22.8,114.0,38,32,38,32,220,1,39,0.02564102564102564,msd_target_prefix_v1,479.09999999962747,direct_match
P016,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9583333333333334,13.799999999999999,69.0,24,21,23,20,220,1,24,0.041666666666666664,msd_target_prefix_v1,1023.6999999992549,direct_match
P016,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,15.0,75.0,25,21,25,21,220,0,25,0.0,msd_target_prefix_v1,2287.5,direct_match
P016,july,control,3,2,1,1,none,20.0,1.0,19.200000000000003,96.0,32,27,32,27,220,0,32,0.0,msd_target_prefix_v1,519.5,direct_match
P017,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.96875,18.6,93.0,31,28,31,28,220,1,32,0.03125,msd_target_prefix_v1,335.30000000074506,direct_match
P017,july,control,1,1,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,219,0,41,0.0,msd_target_prefix_v1,319.40000000037253,direct_match
P017,july,control,2,2,1,1,none,20.0,1.0,24.0,120.0,40,35,40,35,220,0,40,0.0,msd_target_prefix_v1,367.0,direct_match
P017,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.200000000000003,111.0,37,32,37,32,220,0,37,0.0,msd_target_prefix_v1,471.0,direct_match
P018,july,control,0,1,1,1,none,20.0,1.0,10.8,54.0,18,16,18,16,219,0,18,0.0,msd_target_prefix_v1,3927.0999999996275,direct_match
P018,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.962962962962963,15.600000000000001,78.0,27,23,26,22,220,1,27,0.037037037037037035,msd_target_prefix_v1,455.30000000074506,direct_match
P018,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9583333333333334,13.799999999999999,69.0,24,21,23,20,219,1,23,0.041666666666666664,msd_target_prefix_v1,1143.4000000003725,compatible_with_stripped_boundary_spaces
P018,july,control,3,2,1,1,none,20.0,1.0,18.0,90.0,30,26,30,26,220,0,30,0.0,msd_target_prefix_v1,454.30000000074506,direct_match
P019,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.736842105263158,8.4,42.0,19,16,14,12,220,5,17,0.2631578947368421,msd_target_prefix_v1,1359.300000000745,direct_match
P019,july,control,1,1,1,1,none,20.0,0.967741935483871,18.0,90.0,31,27,30,26,219,1,31,0.03225806451612903,msd_target_prefix_v1,1367.199999999255,direct_match
P019,july,control,2,2,1,1,none,20.0,0.935483870967742,17.400000000000002,87.0,31,26,29,24,220,2,31,0.06451612903225806,msd_target_prefix_v1,351.90000000037253,direct_match
P019,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.8,114.0,38,32,38,32,220,0,38,0.0,msd_target_prefix_v1,943.4000000003725,direct_match
P020,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9830508474576272,34.800000000000004,174.0,59,50,58,49,220,1,59,0.01694915254237288,msd_target_prefix_v1,1007.3000000007451,compatible_with_stripped_boundary_spaces
P020,july,control,1,1,1,1,none,20.0,0.9230769230769231,28.8,144.0,52,44,48,40,220,4,49,0.07692307692307693,msd_target_prefix_v1,367.90000000037253,compatible_with_stripped_boundary_spaces
P020,july,control,2,2,1,1,none,20.0,0.9069767441860466,24.0,120.0,43,37,40,34,220,4,43,0.09302325581395349,msd_target_prefix_v1,295.0,direct_match
P020,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9767441860465116,25.200000000000003,126.0,43,37,42,36,220,1,43,0.023255813953488372,msd_target_prefix_v1,431.1000000014901,direct_match
P021,july,control,0,1,1,1,none,20.0,0.9615384615384616,15.0,75.0,26,23,25,22,220,1,25,0.038461538461538464,msd_target_prefix_v1,926.3000000007451,direct_match
P021,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.962962962962963,15.600000000000001,78.0,27,24,26,23,220,1,26,0.037037037037037035,msd_target_prefix_v1,1655.699999999255,direct_match
P021,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9565217391304348,13.200000000000001,66.0,23,20,22,19,220,1,23,0.043478260869565216,msd_target_prefix_v1,1063.800000000745,direct_match
P021,july,control,3,2,1,1,none,20.0,0.896551724137931,15.600000000000001,78.0,29,25,26,22,220,3,28,0.10344827586206896,msd_target_prefix_v1,511.5,direct_match
P022,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,25.200000000000003,126.0,42,36,42,36,220,0,42,0.0,msd_target_prefix_v1,943.6000000014901,direct_match
P022,july,control,1,1,1,1,none,20.0,0.8780487804878049,21.6,108.0,41,35,36,30,220,5,41,0.12195121951219512,msd_target_prefix_v1,165.89999999850988,direct_match
P022,july,control,2,2,1,1,none,20.0,0.9545454545454546,25.200000000000003,126.0,44,37,42,35,220,2,44,0.045454545454545456,msd_target_prefix_v1,190.90000000223517,compatible_with_stripped_boundary_spaces
P022,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9473684210526316,21.6,108.0,37,32,36,31,220,2,38,0.05263157894736842,msd_target_prefix_v1,1566.8999999985099,direct_match
P023,july,control,0,1,1,1,none,20.0,0.96875,18.6,93.0,32,27,31,26,220,1,32,0.03125,msd_target_prefix_v1,775.8000000007451,compatible_with_stripped_boundary_spaces
P023,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9655172413793104,16.8,84.0,29,25,28,24,220,1,29,0.034482758620689655,msd_target_prefix_v1,447.1000000014901,direct_match
P023,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9285714285714286,15.600000000000001,78.0,28,24,26,22,220,2,28,0.07142857142857142,msd_target_prefix_v1,438.8999999985099,direct_match
P023,july,control,3,2,1,1,none,20.0,0.8125,15.600000000000001,78.0,32,27,26,21,220,6,32,0.1875,msd_target_prefix_v1,311.19999999925494,direct_match
P024,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.75,12.600000000000001,63.0,22,19,21,18,220,7,28,0.25,msd_target_prefix_v1,719.0,direct_match
P024,july,control,1,1,1,1,none,20.0,0.9666666666666667,17.400000000000002,87.0,30,25,29,24,220,1,30,0.03333333333333333,msd_target_prefix_v1,1263.8999999985099,compatible_with_stripped_boundary_spaces
P024,july,control,2,2,1,1,none,20.0,1.0,11.4,57.0,19,17,19,17,220,0,19,0.0,msd_target_prefix_v1,1615.300000000745,direct_match
P024,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9310344827586207,16.200000000000003,81.0,29,24,27,22,220,2,29,0.06896551724137931,msd_target_prefix_v1,1510.0999999977648,compatible_with_stripped_boundary_spaces
P025,july,control,0,1,1,1,none,20.0,1.0,17.400000000000002,87.0,29,25,29,25,220,0,29,0.0,msd_target_prefix_v1,1359.1000000014901,direct_match
P025,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.75,10.8,54.0,24,21,18,15,220,6,24,0.25,msd_target_prefix_v1,1870.800000000745,direct_match
P025,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,15.0,75.0,25,22,25,22,219,0,25,0.0,msd_target_prefix_v1,487.79999999701977,direct_match
P025,july,control,3,2,1,1,none,20.0,1.0,19.200000000000003,96.0,32,27,32,27,219,0,32,0.0,msd_target_prefix_v1,1711.800000000745,direct_match
P026,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.7083333333333333,10.200000000000001,51.0,24,20,17,13,220,7,23,0.2916666666666667,msd_target_prefix_v1,2615.599999997765,compatible_with_stripped_boundary_spaces
P026,july,control,1,1,1,1,none,20.0,0.975609756097561,24.0,120.0,41,36,40,35,219,1,40,0.024390243902439025,msd_target_prefix_v1,878.8000000007451,direct_match
P026,july,control,2,2,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,823.3000000007451,direct_match
P026,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9743589743589743,22.8,114.0,39,33,38,32,220,1,39,0.02564102564102564,msd_target_prefix_v1,686.9000000022352,direct_match
P027,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.8181818181818181,16.200000000000003,81.0,33,28,27,22,220,6,33,0.18181818181818182,msd_target_prefix_v1,1831.2000000029802,direct_match
P027,july,control,1,1,1,1,none,20.0,0.975609756097561,24.0,120.0,41,34,40,33,220,1,41,0.024390243902439025,msd_target_prefix_v1,839.0,compatible_with_stripped_boundary_spaces
P027,july,control,2,2,1,1,none,20.0,0.9772727272727273,25.8,129.0,44,37,43,36,220,1,44,0.022727272727272728,msd_target_prefix_v1,543.0,direct_match
P027,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.200000000000003,111.0,37,32,37,32,219,0,37,0.0,msd_target_prefix_v1,551.6999999992549,direct_match
P028,july,control,0,1,1,1,none,20.0,1.0,18.6,93.0,31,27,31,27,220,0,31,0.0,msd_target_prefix_v1,543.3000000007451,direct_match
P028,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.962962962962963,15.600000000000001,78.0,27,22,26,22,220,1,27,0.037037037037037035,msd_target_prefix_v1,3415.400000002235,compatible_with_stripped_boundary_spaces
P028,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.200000000000003,96.0,32,28,32,28,220,0,32,0.0,msd_target_prefix_v1,639.0,direct_match
P028,july,control,3,2,1,1,none,20.0,1.0,21.0,105.0,35,30,35,30,220,0,35,0.0,msd_target_prefix_v1,1463.699999999255,compatible_with_stripped_boundary_spaces
P029,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9696969696969697,19.200000000000003,96.0,33,28,32,27,220,1,33,0.030303030303030304,msd_target_prefix_v1,335.3999999985099,direct_match
P029,july,control,1,1,1,1,none,20.0,1.0,18.6,93.0,31,27,31,27,219,0,31,0.0,msd_target_prefix_v1,1598.300000000745,direct_match
P029,july,control,2,2,1,1,none,20.0,1.0,17.400000000000002,87.0,29,25,29,25,220,0,29,0.0,msd_target_prefix_v1,1686.7999999970198,direct_match
P029,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.8695652173913043,12.600000000000001,63.0,22,21,21,20,220,3,23,0.13043478260869565,msd_target_prefix_v1,2015.6000000014901,direct_match
P030,july,control,0,1,1,1,none,20.0,1.0,18.0,90.0,30,26,30,26,220,0,30,0.0,msd_target_prefix_v1,535.0,direct_match
P030,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.935483870967742,17.400000000000002,87.0,31,27,29,25,220,2,30,0.06451612903225806,msd_target_prefix_v1,727.7999999970198,direct_match
P030,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9696969696969697,19.200000000000003,96.0,33,28,32,27,220,1,33,0.030303030303030304,msd_target_prefix_v1,1126.7999999970198,direct_match
P030,july,control,3,2,1,1,none,20.0,0.9285714285714286,15.600000000000001,78.0,27,23,26,22,220,2,28,0.07142857142857142,msd_target_prefix_v1,743.5,direct_match
P031,july,control,0,1,1,1,none,20.0,0.9411764705882353,19.200000000000003,96.0,34,29,32,27,220,2,34,0.058823529411764705,msd_target_prefix_v1,663.3000000007451,compatible_with_stripped_boundary_spaces
P031,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9459459459459459,21.0,105.0,37,32,35,30,220,2,36,0.05405405405405406,msd_target_prefix_v1,342.8999999985099,direct_match
P031,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.8484848484848485,17.400000000000002,87.0,33,28,29,24,220,5,32,0.15151515151515152,msd_target_prefix_v1,511.19999999925494,direct_match
P031,july,control,3,2,1,1,none,20.0,0.532258064516129,20.400000000000002,102.0,62,56,34,29,220,29,52,0.46774193548387094,msd_target_prefix_v1,431.1000000014901,compatible_with_stripped_boundary_spaces
P032,july,control,0,1,1,1,none,20.0,0.96875,18.6,93.0,32,28,31,27,219,1,31,0.03125,msd_target_prefix_v1,415.4000000000233,direct_match
P032,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.200000000000003,111.0,37,32,37,32,220,0,37,0.0,msd_target_prefix_v1,519.5999999999767,direct_match
P032,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9736842105263158,22.200000000000003,111.0,38,32,37,31,220,1,38,0.02631578947368421,msd_target_prefix_v1,446.80000000004657,direct_match
P032,july,control,3,2,1,1,none,20.0,1.0,23.400000000000002,117.0,39,33,39,33,220,0,39,0.0,msd_target_prefix_v1,446.80000000004657,direct_match
P033,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.6756756756756757,15.0,75.0,37,32,25,20,220,12,33,0.32432432432432434,msd_target_prefix_v1,375.19999999995343,direct_match
P033,july,control,1,1,1,1,none,20.0,0.9743589743589743,22.8,114.0,39,33,38,32,220,1,38,0.02564102564102564,msd_target_prefix_v1,1103.0,compatible_with_stripped_boundary_spaces
P033,july,control,2,2,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,486.30000000004657,compatible_with_stripped_boundary_spaces
P033,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9,16.8,84.0,30,26,28,24,220,3,30,0.1,msd_target_prefix_v1,463.5,direct_match
P034,july,control,0,1,1,1,none,20.0,0.7272727272727273,14.4,72.0,33,30,24,21,220,9,29,0.2727272727272727,msd_target_prefix_v1,398.9000000001397,direct_match
P034,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.8,15.600000000000001,78.0,30,26,26,23,220,6,29,0.2,msd_target_prefix_v1,599.8000000000466,direct_match
P034,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9375,18.0,90.0,32,28,30,26,220,2,32,0.0625,msd_target_prefix_v1,335.0,direct_match
P034,july,control,3,2,1,1,none,20.0,0.8846153846153846,14.4,72.0,26,22,24,20,220,3,26,0.11538461538461539,msd_target_prefix_v1,719.6999999999534,compatible_with_stripped_boundary_spaces
P035,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,16.200000000000003,81.0,27,23,27,23,220,0,27,0.0,msd_target_prefix_v1,463.19999999995343,compatible_with_stripped_boundary_spaces
P035,july,control,1,1,1,1,none,20.0,0.88,13.200000000000001,66.0,25,22,22,19,220,3,25,0.12,msd_target_prefix_v1,535.6999999999534,direct_match
P035,july,control,2,2,1,1,none,20.0,1.0,10.200000000000001,51.0,17,15,17,15,220,0,17,0.0,msd_target_prefix_v1,1190.2000000001863,direct_match
P035,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.7777777777777778,12.600000000000001,63.0,21,19,21,19,220,6,27,0.2222222222222222,msd_target_prefix_v1,598.7999999998137,direct_match
P036,july,control,0,1,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,219,0,36,0.0,msd_target_prefix_v1,390.89999999990687,direct_match
P036,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9393939393939394,18.6,93.0,33,29,31,27,220,2,32,0.06060606060606061,msd_target_prefix_v1,455.79999999981374,direct_match
P036,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,15.0,75.0,25,22,25,22,220,0,25,0.0,msd_target_prefix_v1,1727.0,direct_match
P036,july,control,3,2,1,1,none,20.0,1.0,18.6,93.0,31,27,31,27,219,0,31,0.0,msd_target_prefix_v1,383.0,compatible_with_stripped_boundary_spaces
P037,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9615384615384616,15.0,75.0,26,22,25,21,220,1,26,0.038461538461538464,msd_target_prefix_v1,502.39999999990687,direct_match
P037,july,control,1,1,1,1,none,20.0,1.0,16.8,84.0,28,24,28,24,220,0,28,0.0,msd_target_prefix_v1,966.2999999998137,compatible_with_stripped_boundary_spaces
P037,july,control,2,2,1,1,none,20.0,1.0,16.200000000000003,81.0,27,23,27,23,220,0,27,0.0,msd_target_prefix_v1,463.5,direct_match
P037,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,16.200000000000003,81.0,27,23,27,23,220,0,27,0.0,msd_target_prefix_v1,566.7999999998137,direct_match
