participant_code,participant_id,condition,trial_index,condition_repetition,n,requested_n,components,target_text,typed_text,correct_chars,correct_letters,attempted_chars,attempted_letters,total_chars,accuracy,cpm,wpm,duration_s,edit_distance,aligned_target_chars,msd_error_rate,scoring_method,first_key_latency_ms,mask_meta_json
P011,16,control,2,2,1,1,none,tudef pewuz zepa depu gufo anediru molago ofatuva mapatef ezor alikuz uzev potil avitin obeguvo ewisuwi uzev alesel utepe okufab umozifa miza momobag oleziw godub wevamif guben nepalo afanoz awabet ovuna gozuv nuzi ifan,tudef pewuz zepa depu gufo anedi,32,27,32,27,219,1.0,96.0,19.200000000000003,20.0,0,32,0.0,msd_target_prefix_v1,559.9000000003725,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166604166666669, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00360005400066, ""observed_full_cycle_hz"": 240.00360005400066, ""observed_refresh_hz"": 240.00360005400066, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P011,16,masked,3,2,4,4,mask+noise+anti-ocr+inversion,useg uvel gute osonig ukubebo agiwofo fosewa tonibe kodil noluki uvor okini fanutem tema none lufa siku nobepek wela nugabir subopiz enaz itonepu lazug amotawo uzavuli foda topu runosu guza ururibe owikora gefolow bovi a,useg uvel gute osonig ukubebo,30,25,30,25,220,1.0,90.0,18.0,20.0,0,30,0.0,msd_target_prefix_v1,551.1000000005588,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34723, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58690, 58708, 58088, 58514], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000017462, ""mean_frame_interval_ms"": 4.166625000000003, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00060000600001, ""observed_full_cycle_hz"": 48.00048000480001, ""observed_refresh_hz"": 240.00240002400005, ""per_cycle_slots"": 5, ""permutation"": [3, 0, 1, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P012,17,control,0,1,1,1,none,fubudo itaseko dobabe vipefum awapo aduz zilo aseki usudege wagufor kewa ifeb aveb oneru utozil gumuka mebuw ifulu vavot fuganif evibu kila alemiza ledaluf epuloni onawub tepe netutu subep fiver nigime anoniw manewi miba,fubudo itaseko dobabe vipefum awapo aduz,41,35,41,35,220,1.0,123.0,24.599999999999998,20.0,0,41,0.0,msd_target_prefix_v1,511.29999999981374,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.69999999999709, ""mean_frame_interval_ms"": 4.166618045426128, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00280061613566, ""observed_full_cycle_hz"": 240.00280061613566, ""observed_refresh_hz"": 240.00280061613566, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P012,17,masked,1,1,4,4,mask+noise+anti-ocr+inversion,tepin gonak upemi evez fode awigo vabep owum voke asewemu mepid idida avakugi pusopul ufow otazo padagu zaluzut pemidu bopuvuk beso banuko idevatu bigob ulesesi ipozumi fularuv fubu zinif ubel gopiwar govunu alizilu ogod,tepin gonak upeni evez fode awigo vabep ow,41,34,42,35,220,0.9761904761904762,123.0,24.599999999999998,20.0,1,42,0.023809523809523808,msd_target_prefix_v1,391.6000000005588,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 35420, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58760, 58867, 58337, 58036], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00040008601846, ""observed_full_cycle_hz"": 48.000320068814766, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 5, ""permutation"": [2, 3, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P012,17,masked,2,2,4,4,mask+noise+anti-ocr+inversion,mipod atunan piva dodek isoza uviraf nanok tepi kigot bodo pusiz vukiso gowofu sozim zevovav ikakimu ovit eliwa izatu uwabaki kuzanuv ebesa move ekaw nosu fugato enopiz netonol vonawaf ufiribo etatagu emezi wigi iwadivi,mipod atauunan piva dodek isoza uviraf nanok,43,36,45,38,219,0.9555555555555556,129.0,25.8,20.0,2,43,0.044444444444444446,msd_target_prefix_v1,374.70000000018626,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34623, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58707, 58635, 58516, 58142], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000700154033865, ""observed_full_cycle_hz"": 48.00056012322709, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 5, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P012,17,control,3,2,1,1,none,elibave eguma befis edagifa azoku ewep ovog sude emadisi matazof zelum bubitul apuri upisizo lotoz egag medubu nusewok areri keta uwudi ukube bigale izanar uribeke nopu oworaze ifapi peri gode ugelod vutefi sobem azav eg,elibave eguma befis edagifa azoku ewep ovop sude,48,40,49,41,220,0.9795918367346939,144.0,28.8,20.0,1,49,0.02040816326530612,msd_target_prefix_v1,447.09999999962747,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000023283, ""mean_frame_interval_ms"": 4.166625000000003, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00240002400005, ""observed_full_cycle_hz"": 240.00240002400005, ""observed_refresh_hz"": 240.00240002400005, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P013,18,masked,0,1,4,4,mask+noise+anti-ocr+inversion,vanepiv towotus woneze vira napin vasufe zodu bereba agir isil ovak esikagu ulilo tagupi amuw pufesaz onas tegazip zededo otades iwim irunera ivusog sidoke mofuzut wupadup atip gasepaw bepekun igileka buge nusova fezara,vanrppiv towotus woneze vira n,28,24,30,26,219,0.9333333333333333,84.0,16.8,20.0,2,29,0.06666666666666667,msd_target_prefix_v1,463.20000000018626,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34928, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58114, 58682, 58672, 58532], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.7000000000116415, ""mean_frame_interval_ms"": 4.166618045426128, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000700154033915, ""observed_full_cycle_hz"": 48.00056012322713, ""observed_refresh_hz"": 240.00280061613566, ""per_cycle_slots"": 5, ""permutation"": [0, 2, 3, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P013,18,control,1,1,1,1,none,gogim arilaf supez bakiriv wamepig zawofaf eriviku tafapa omut ekevawu esun viziken gigazan wodu wefib sodivo libate rila pise pugale erape abuvusi otud ibimuv lori inib vipi bebote inofe fatilok gugop bukap agor opusug,gogim arilaf supez bakiriv wame,31,27,31,27,219,1.0,93.0,18.6,20.0,0,31,0.0,msd_target_prefix_v1,511.09999999962747,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407384, ""observed_full_cycle_hz"": 240.00160034407384, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P013,18,control,2,2,1,1,none,isasif zaran amuviso bipes mapi elasar unor duri awiwa ekunika mosuw opizi metal ilam tevenok isomo kemira rafunaw nivumiv bosupi rope fosisuw ebaza zafikem vilem okafesu asimolu lavi uredaz itovik iranata imubop onodese,isasif zaran amuviso bipes mapi elasa,37,32,37,32,220,1.0,111.0,22.200000000000003,20.0,0,37,0.0,msd_target_prefix_v1,439.19999999925494,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166659720775159, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0004000840178, ""observed_full_cycle_hz"": 240.0004000840178, ""observed_refresh_hz"": 240.0004000840178, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P013,18,masked,3,2,4,4,mask+noise+anti-ocr+inversion,vino onomad avoza fazil zeniz ugorur aketoz iwak adosufe abezeti iravuk rudof iwudun diga odovug diwume umur mebepe lonimiw winudi sabizop zuzew adopemu sodiko elalal erilar ranevak waku avad ladu vubala okimu anefe kepi,vino onomad avoza fazil zeniz ugor,34,29,34,29,220,1.0,102.0,20.400000000000002,20.0,0,34,0.0,msd_target_prefix_v1,143.59999999962747,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34612, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58313, 58847, 58509, 58331], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000023283, ""mean_frame_interval_ms"": 4.166645833333338, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00030000149994, ""observed_full_cycle_hz"": 48.00024000119995, ""observed_refresh_hz"": 240.00120000599975, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P014,19,control,0,1,1,1,none,ufigu aliwus lokot iral kibimet agud sevug pewav pavuz ugagifo sewuv gipeg vita anake afinu tegonog avibe omekak idegi agetus fawok afik umipote baluren ubefup nibola tanu vimafaw asalago aludana uguw izivuri aligaf sosu,ufigu aliwus lokot iral kibimet agud sevug pewav pavuz ugagifo sewuv gi,71,60,71,60,220,1.0,213.0,42.6,20.0,0,71,0.0,msd_target_prefix_v1,303.40000000037253,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166638883100646, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407398, ""observed_full_cycle_hz"": 240.00160034407398, ""observed_refresh_hz"": 240.00160034407398, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P014,19,masked,1,1,4,4,mask+noise+anti-ocr+inversion,osevar fomusi epasi ilonu pimime pozugod ufez kasun pefag oveka inurin tudok koseki okere vivowi zizip ukufuz osow evimod igum zika kekat urigaf ubafeb edami niwo malub ikugo itala ekid eposol utonu inekub epamam nagerep,osevar fomusi epasi ilonu pimine pozugod ufez kasun pefag oveka inurin tudok koseki oke,86,73,87,74,220,0.9885057471264368,258.0,51.6,20.0,1,87,0.011494252873563218,msd_target_prefix_v1,255.20000000018626,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34986, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58579, 58543, 58578, 58300], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166624999999997, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.0006000060001, ""observed_full_cycle_hz"": 48.00048000480008, ""observed_refresh_hz"": 240.0024000240004, ""per_cycle_slots"": 5, ""permutation"": [3, 0, 2, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P014,19,masked,2,2,4,4,mask+noise+anti-ocr+inversion,idus osuwaz ekedobi modoti ukaripe umaw imek ropafi evibari mope osegoz odepovu pebe bakemi kosag izepi libi ruzi riwuzam irateb enobi bilisul seri nebip kapolu afel iwada kazolir regiv epog norofa fekuma wepode owos kat,idus osuwaz ekedobi modoti ukaripe unaw imek ropafi evibari mope osegoz,71,60,72,61,220,0.9861111111111112,213.0,42.6,20.0,1,72,0.013888888888888888,msd_target_prefix_v1,294.80000000074506,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34622, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58200, 58559, 58478, 58763], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166624999999997, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.0006000060001, ""observed_full_cycle_hz"": 48.00048000480008, ""observed_refresh_hz"": 240.0024000240004, ""per_cycle_slots"": 5, ""permutation"": [0, 1, 2, 3], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P014,19,control,3,2,1,1,none,edor mewuf opuz giwozin owilel efunuro epivapo nebo gutapak osifek ubilo vigu fewatet dupob efig kafivew vesoz vuvod ibomot ewak vitekat ofiv usim dumip goga zawe upavu aguweko wuguv isapam omimele ugiku otata leruka igi,edor mewuf opu giwozin owilel efunuro epivapg nebo gutapak osifek ubilo,71,60,72,61,220,0.9726027397260274,213.0,42.6,20.0,2,73,0.0273972602739726,msd_target_prefix_v1,407.29999999981374,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166597207751615, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00400090020253, ""observed_full_cycle_hz"": 240.00400090020253, ""observed_refresh_hz"": 240.00400090020253, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P015,20,masked,0,1,4,4,mask+noise+anti-ocr+inversion,gikotus loranam odobi emuli sipuw olonero tido bogado igimure ivozik resib emaburo muwake edusa zoro sofalo vilor manov dufawa suru lelewaz gagafe ofunup ubinav uzawapo afuz zafil eseso warides uzumodi ukumugo urifom pis,gikotus loranan odobi en,22,19,24,21,220,0.9166666666666666,66.0,13.200000000000001,20.0,2,24,0.08333333333333333,msd_target_prefix_v1,695.0,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34765, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58420, 58468, 58587, 58525], ""cycle_hz"": 59.52380952116972, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999627471, ""mean_frame_interval_ms"": 4.166624999999962, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00060000600061, ""observed_full_cycle_hz"": 48.00048000480049, ""observed_refresh_hz"": 240.00240002400244, ""per_cycle_slots"": 5, ""permutation"": [1, 0, 3, 2], ""refresh_hz"": 238.09523808467887, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P015,20,control,1,1,1,1,none,wazeso ufawun rukakip fozo mibozep seta roruse fugoz ozabe akel atifin ufumuf koroze bemused narek ireteta lori apam busap tuwabib kuzonog isob obonil esob lase lusunad pobal igosur babuva fozabe vubori rude opub erafiw,wazeso ufawun rukaip fo,23,20,23,20,219,0.9583333333333334,69.0,13.799999999999999,20.0,1,24,0.041666666666666664,msd_target_prefix_v1,599.5999999996275,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523808467887, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999627471, ""mean_frame_interval_ms"": 4.166638883100685, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407173, ""observed_full_cycle_hz"": 240.00160034407173, ""observed_refresh_hz"": 240.00160034407173, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523808467887, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P015,20,control,2,2,1,1,none,fegil lenaw ubufoz gezag nuna igokawe afapif newag varama lobul puvi olota ladisat kavo ukatit duwilit bafe mukogif kinu ipuzug dapupo zituz mezuw fabar emuto isokeg kepi nubip enir ovomasu rano tubo ekedadi efulez arebi,fegil lenaw ubufoz gezag,25,21,25,21,220,1.0,75.0,15.0,20.0,0,25,0.0,msd_target_prefix_v1,671.8999999985099,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523808467887, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999627471, ""mean_frame_interval_ms"": 4.166624999999962, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00240002400244, ""observed_full_cycle_hz"": 240.00240002400244, ""observed_refresh_hz"": 240.00240002400244, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523808467887, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P015,20,masked,3,2,4,4,mask+noise+anti-ocr+inversion,urur ufumawu nunene iwagiwu zigire daped ofalid tareput luvu telumaf valo radoda otapu wiro zeluna ufumob atinep livisap ugogani egivof aziki ikise vurune efep eneru agifak moraw ulep voweb awet nipe guvezos pifinav wabo,ururufanawu nunnene iwag,21,19,24,22,220,0.8333333333333334,63.0,12.600000000000001,20.0,4,24,0.16666666666666666,msd_target_prefix_v1,383.69999999925494,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34659, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58544, 58276, 58632, 58548], ""cycle_hz"": 59.52380952116972, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000372529, ""mean_frame_interval_ms"": 4.166597207751615, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00100022505063, ""observed_full_cycle_hz"": 48.00080018004051, ""observed_refresh_hz"": 240.00400090020253, ""per_cycle_slots"": 5, ""permutation"": [3, 1, 0, 2], ""refresh_hz"": 238.09523808467887, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P016,21,control,0,1,1,1,none,runa amaz upimale tuma wegeni itumas tubo muga esofon ozes suriwi opiva kegisad anos okuwobo fake ubiti abipa olevode ipar awomota ivugit osikul guvegu epiz owuzu awor gutok gevov fibid awavizi asunugu odin iwabino ufose,runa amaz upimale tuma wegeni ituma tu,38,32,38,32,220,0.9743589743589743,114.0,22.8,20.0,1,39,0.02564102564102564,msd_target_prefix_v1,479.09999999962747,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.399999999994179, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00280061613546, ""observed_full_cycle_hz"": 240.00280061613546, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P016,21,masked,1,1,4,4,mask+noise+anti-ocr+inversion,budum vezefov lewisu otip evugaz azipe mowig dobo idud ugum nalina gimo piwati ewezine rufof esod evimi utit telu ebabawu sogofu imaz tiridi elak wetop memef tipel evawuf tofun nilafo vawu febup awetav zoluz seva uwib ad,budun vezefov lewisu oti,23,20,24,21,220,0.9583333333333334,69.0,13.799999999999999,20.0,1,24,0.041666666666666664,msd_target_prefix_v1,1023.6999999992549,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34296, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58459, 58195, 58757, 58589], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999976717, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000700154033865, ""observed_full_cycle_hz"": 48.00056012322709, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 5, ""permutation"": [3, 2, 0, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
