participant_code,participant_id,condition_label,display_label,n,requested_n,components,stimulus_text,readability,flicker,fatigue,privacy,order_index,view_duration_ms,view_started_at,view_submitted_at,mask_meta_json
P019,24,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,geri pifif zuri gegodom nebu sulavor evekisu zatum ipul irag pemuzil zulupa uvudi zulenov supom wiga okoruv vugok apubi vavep sotarem mutesa anil tofu zesuw beza soba dok,5,5,5,,5,11423,2026-07-08T05:30:19.305Z,2026-07-08T05:30:30.728Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68470, 69176, 69354], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.004357298474945534, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.20000000001164, ""mean_frame_interval_ms"": 4.18486506199855, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.6521102580413, ""observed_full_cycle_hz"": 79.6521102580413, ""observed_refresh_hz"": 238.9563307741239, ""per_cycle_slots"": 3, ""permutation"": [0, 2, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2743, ""safe_flicker_hz"": 50, ""timing_intervals"": 2742, ""width"": 900}"
P020,26,control_anchor,未遮罩原文（量表锚点）,1,1,none,ozizu omope ukar wifa zibole okad rata tobas urabozu kawo ogali kaga ubaraso urogis afere gezes fusekin orered zidunu ginez zimoli libi sebape mawuk atum okib umuf vozuf,1,5,5,,0,16398,2026-07-08T05:39:52.770Z,2026-07-08T05:40:09.168Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166607369758578, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00341555051347, ""observed_full_cycle_hz"": 240.00341555051347, ""observed_refresh_hz"": 240.00341555051347, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3936, ""safe_flicker_hz"": 50, ""timing_intervals"": 3935, ""width"": 900}"
P020,26,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,dizuke uwobem oragu agutoki asema leduw odetab idus dotazup gifov fedefa tazegu fotezu pedi wememo vugas supin onoki utebuv dusila sunemeb pinera foniviz darikik awuzeru,5,5,5,,1,11591,2026-07-08T05:40:09.241Z,2026-07-08T05:40:20.832Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103333, 103667], ""cycle_hz"": 119.04761904759843, ""cycles"": 1, ""dropped_frame_rate"": 0.005718370264474625, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.79999999998836, ""mean_frame_interval_ms"": 4.1905463695183345, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.31618359767022, ""observed_full_cycle_hz"": 119.31618359767022, ""observed_refresh_hz"": 238.63236719534044, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2783, ""safe_flicker_hz"": 50, ""timing_intervals"": 2782, ""width"": 900}"
P020,26,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,enekig alugez verenog eripub uden larupul furaf fuwotu kifakam igera ovot vomepos sarana arek uriduki ikipur wemi zador runizis isukomu gupuko iware rifal dezoro wiku ubi,5,3,5,,2,10394,2026-07-08T05:40:21.174Z,2026-07-08T05:40:31.568Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25411, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51575, 51910, 51856, 51659], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0.03145631067961165, ""dropped_frames"": 81, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 341.70000000001164, ""mean_frame_interval_ms"": 4.303648757016836, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.090242516281165, ""observed_full_cycle_hz"": 46.47219401302493, ""observed_refresh_hz"": 232.36097006512466, ""per_cycle_slots"": 5, ""permutation"": [2, 3, 1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2495, ""safe_flicker_hz"": 50, ""timing_intervals"": 2494, ""width"": 900}"
P020,26,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,iribep gikani gipodod ewamaz gopan ikele ozez irefo enerefa ililim tadatid mewimaw tile iril irerok owib afovini ofoz pasadop enav punuti amekuni vatev apevi pogo kizoz o,5,5,5,,3,10325,2026-07-08T05:40:31.611Z,2026-07-08T05:40:41.936Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68937, 69113, 68950], ""cycle_hz"": 79.36507936506563, ""cycles"": 1, ""dropped_frame_rate"": 0.0036188178528347406, ""dropped_frames"": 9, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 41.70000000001164, ""mean_frame_interval_ms"": 4.1817594834544085, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.71126379989174, ""observed_full_cycle_hz"": 79.71126379989174, ""observed_refresh_hz"": 239.1337913996752, ""per_cycle_slots"": 3, ""permutation"": [2, 0, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2479, ""safe_flicker_hz"": 50, ""timing_intervals"": 2478, ""width"": 900}"
P020,26,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,efovure uvegaw ruwor busopa arotab gakop idemata rinuw kena asirevi konoza ifetopo tafos ruzitok avinet otot evakuv sapiti wipeso kudosan rurunap umometu vifawal nobise r,5,5,5,,4,10241,2026-07-08T05:40:41.967Z,2026-07-08T05:40:52.208Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51563, 51764, 51795, 51878], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.002434077079107505, ""dropped_frames"": 6, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 29.20000000001164, ""mean_frame_interval_ms"": 4.176819845465632, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.85414962807188, ""observed_full_cycle_hz"": 59.85414962807188, ""observed_refresh_hz"": 239.41659851228752, ""per_cycle_slots"": 4, ""permutation"": [2, 0, 1, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2460, ""safe_flicker_hz"": 50, ""timing_intervals"": 2459, ""width"": 900}"
P020,26,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,epaputa egiluf etil okevil zegage iluw tuzetaf urumane ekerane tabiril otel zewigon edefiw umatu ofawo neroso olukat ivagufi awido ovumese teguki ubobu ubafat epafap umob,5,5,5,,5,14784,2026-07-08T05:40:52.295Z,2026-07-08T05:41:07.080Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51721, 51936, 51733, 51610], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.005325112107623318, ""dropped_frames"": 19, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 83.5, ""mean_frame_interval_ms"": 4.188954635108475, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.680760900273185, ""observed_full_cycle_hz"": 59.680760900273185, ""observed_refresh_hz"": 238.72304360109274, ""per_cycle_slots"": 4, ""permutation"": [3, 0, 1, 2], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3550, ""safe_flicker_hz"": 50, ""timing_intervals"": 3549, ""width"": 900}"
P021,27,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,zelapus etisap utulo batuno unemos dominop edom omuwu bubudul kune ovebofo laguga ewimeki unuvozu lenew begi evugi itale nevi takamo uvowal bekizo funana epop nimiroz ovo,5,5,1,,0,27173,2026-07-08T05:46:10.339Z,2026-07-08T05:46:37.512Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103686, 103314], ""cycle_hz"": 119.04761904764999, ""cycles"": 1, ""dropped_frame_rate"": 0.002447231569287244, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.89999999999418, ""mean_frame_interval_ms"": 4.17684759276296, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.70750401961709, ""observed_full_cycle_hz"": 119.70750401961709, ""observed_refresh_hz"": 239.41500803923418, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 6523, ""safe_flicker_hz"": 50, ""timing_intervals"": 6522, ""width"": 900}"
P021,27,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,gusibam vuzogid oberapa nanotup fomuf zotide fubori tozaz isitid pavuva lubidaz dage ranawim otesofu ogiruw uluposa efudos duderi dulirob keniwa mava ebarepe fegof egon p,3,2,3,,1,14059,2026-07-08T05:46:37.572Z,2026-07-08T05:46:51.632Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69094, 69130, 68776], ""cycle_hz"": 79.36507936509999, ""cycles"": 1, ""dropped_frame_rate"": 0.0038370720188902006, ""dropped_frames"": 13, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 58.300000000046566, ""mean_frame_interval_ms"": 4.182666666666667, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.69397513547976, ""observed_full_cycle_hz"": 79.69397513547976, ""observed_refresh_hz"": 239.08192540643927, ""per_cycle_slots"": 3, ""permutation"": [0, 2, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 3376, ""safe_flicker_hz"": 50, ""timing_intervals"": 3375, ""width"": 900}"
P021,27,control_anchor,未遮罩原文（量表锚点）,1,1,none,ewitol fageb uroz fisoto ravov fenosu utunon ewizaw utoval apasono oben usaka deteze votosel ufevim ekofedo awukabu domu olisaga kolovob uzop nigamir owole nike agin leni,5,5,5,,2,10679,2026-07-08T05:46:51.633Z,2026-07-08T05:47:02.312Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000023283, ""mean_frame_interval_ms"": 4.166627634660431, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0022482646202, ""observed_full_cycle_hz"": 240.0022482646202, ""observed_refresh_hz"": 240.0022482646202, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2563, ""safe_flicker_hz"": 50, ""timing_intervals"": 2562, ""width"": 900}"
P021,27,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,natid weguto getobe gipup iwadabe remav egope nilepuk gaku rititi agavok awaga kozup tidapu duke ovav sigilo itar ukedek wetikub ibivevi tezidu igagu awodivo adad vetoni,5,5,5,,3,10595,2026-07-08T05:47:02.373Z,2026-07-08T05:47:12.968Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51826, 52015, 51146, 52013], ""cycle_hz"": 59.523809523824994, ""cycles"": 1, ""dropped_frame_rate"": 0.005084082909659757, ""dropped_frames"": 13, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 58.399999999965075, ""mean_frame_interval_ms"": 4.187932389937098, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.69532855895866, ""observed_full_cycle_hz"": 59.69532855895866, ""observed_refresh_hz"": 238.78131423583463, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 0, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2545, ""safe_flicker_hz"": 50, ""timing_intervals"": 2544, ""width"": 900}"
P021,27,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,ebup bozome arakevu pagufu iraf zose banebi utoruru uramuro ditiv erebusu urot azunu ufuriti renered okamim pobagiz edeka pagalu domal ogip fabid ovoduw mofati kufuv esoz,5,4,5,,4,11249,2026-07-08T05:47:13.359Z,2026-07-08T05:47:24.608Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25505, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51870, 51800, 51483, 51847], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0.03296309566463633, ""dropped_frames"": 92, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 387.5, ""mean_frame_interval_ms"": 4.3101889588736615, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.00209744524286, ""observed_full_cycle_hz"": 46.40167795619429, ""observed_refresh_hz"": 232.00838978097144, ""per_cycle_slots"": 5, ""permutation"": [1, 2, 3, 0], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2700, ""safe_flicker_hz"": 50, ""timing_intervals"": 2699, ""width"": 900}"
P021,27,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,amazi itimo udinis vugefan sivim ilave netiwo used didupo evol vine onozar omesad itifok ebegeni imus ebug bewek owari vobire emel awero kizab abaf ubile wadad kupo osore,5,5,5,,5,10505,2026-07-08T05:47:24.630Z,2026-07-08T05:47:35.136Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51738, 51858, 51601, 51803], ""cycle_hz"": 59.523809523824994, ""cycles"": 1, ""dropped_frame_rate"": 0.001583531274742676, ""dropped_frames"": 4, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 20.900000000023283, ""mean_frame_interval_ms"": 4.173235527359248, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.905557297456376, ""observed_full_cycle_hz"": 59.905557297456376, ""observed_refresh_hz"": 239.6222291898255, ""per_cycle_slots"": 4, ""permutation"": [1, 0, 3, 2], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2523, ""safe_flicker_hz"": 50, ""timing_intervals"": 2522, ""width"": 900}"
P022,28,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,wegevem upupuve bunowe fipol uluvi eruvada tuwanif azilu uvop tebibi awun uzib makaven amifab negeze ewitup rubetog gulabi asimar zesiw fibelu vuno vale padiki amisi odan,5,5,5,,0,10543,2026-07-08T05:51:59.697Z,2026-07-08T05:52:10.240Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103501, 103499], ""cycle_hz"": 119.04761904759843, ""cycles"": 1, ""dropped_frame_rate"": 0.003543307086614173, ""dropped_frames"": 9, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 41.70000000001164, ""mean_frame_interval_ms"": 4.181469774792579, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.5751797643455, ""observed_full_cycle_hz"": 119.5751797643455, ""observed_refresh_hz"": 239.150359528691, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2532, ""safe_flicker_hz"": 50, ""timing_intervals"": 2531, ""width"": 900}"
P022,28,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,tufu ekege afug dozon ezed uwesuve vavukit mefedu tamitib livo ipuno adol ruvuwom uligalu azibomi gilok mefi piru parin enomif ofulu beru igun ibiro mebev igom bewir fivo,5,5,5,,1,10525,2026-07-08T05:52:10.331Z,2026-07-08T05:52:20.856Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69105, 68903, 68992], ""cycle_hz"": 79.36507936506563, ""cycles"": 1, ""dropped_frame_rate"": 0.007852375343541421, ""dropped_frames"": 20, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 87.5, ""mean_frame_interval_ms"": 4.199604273842499, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.37255788825654, ""observed_full_cycle_hz"": 79.37255788825654, ""observed_refresh_hz"": 238.11767366476963, ""per_cycle_slots"": 3, ""permutation"": [1, 2, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2528, ""safe_flicker_hz"": 50, ""timing_intervals"": 2527, ""width"": 900}"
P022,28,control_anchor,未遮罩原文（量表锚点）,1,1,none,inate kesotol dubo evivef sebutes nusola isufomu igalow reso agokuke napuzo afakif okoputa vinora zosev suvu wibular efazezu pasakal asewu ipetud revo dosefom udaro epur,5,5,5,,2,10574,2026-07-08T05:52:20.858Z,2026-07-08T05:52:31.432Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166614111154912, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00302723566057, ""observed_full_cycle_hz"": 240.00302723566057, ""observed_refresh_hz"": 240.00302723566057, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2538, ""safe_flicker_hz"": 50, ""timing_intervals"": 2537, ""width"": 900}"
P022,28,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,dava nawuv izisu ginaras dorodin iwivu avegul awit egipiv gokena urovi fipimag nuso kivi rokokiw puzuwi ribozu omul gavasi elir febova paruro nura eromid demasif fudonuf,5,3,3,,3,10945,2026-07-08T05:52:31.495Z,2026-07-08T05:52:42.440Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51390, 51651, 51919, 52040], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.004922377887163953, ""dropped_frames"": 13, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 58.39999999999418, ""mean_frame_interval_ms"": 4.187252663622518, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.70501903835856, ""observed_full_cycle_hz"": 59.70501903835856, ""observed_refresh_hz"": 238.82007615343423, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2629, ""safe_flicker_hz"": 50, ""timing_intervals"": 2628, ""width"": 900}"
P022,28,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,pozed kakaket kanem utazemu ipev arodog momumaz disete amowu emiguku domo ribaniz atew ralo ofev uvubi nakov alugis ukedev atises okafipa ulokal zawe rasabag uzokof temen,2,5,3,,4,10125,2026-07-08T05:52:42.771Z,2026-07-08T05:52:52.896Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25688, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51504, 51895, 51949, 51652], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0.030714000797766254, ""dropped_frames"": 77, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 329.0999999999767, ""mean_frame_interval_ms"": 4.30037037037038, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.134527603134835, ""observed_full_cycle_hz"": 46.507622082507865, ""observed_refresh_hz"": 232.53811041253934, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 0, 2], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2431, ""safe_flicker_hz"": 50, ""timing_intervals"": 2430, ""width"": 900}"
