participant_code,participant_id,condition,trial_index,condition_repetition,n,requested_n,components,target_text,typed_text,correct_chars,correct_letters,attempted_chars,attempted_letters,total_chars,accuracy,cpm,wpm,duration_s,edit_distance,aligned_target_chars,msd_error_rate,scoring_method,first_key_latency_ms,mask_meta_json
P018,23,control,3,2,1,1,none,uzufuv ibosan narip ofofibi uber izike obuga idiz odebus wadimip neru unug pebok dadufek gere elen unogo ilagup muzug owuguv ezozezu egawa ureno mokok afidoz iruwe idilo ririf aviku zura analak ivis nimud dapivu ifab pib,uzufuv ibosan narip ofofibi ub,30,26,30,26,220,1.0,90.0,18.0,20.0,0,30,0.0,msd_target_prefix_v1,454.30000000074506,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.699999999982538, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00280061613546, ""observed_full_cycle_hz"": 240.00280061613546, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P019,24,masked,0,1,4,4,mask+noise+anti-ocr+inversion,igevum lido inuvo edapem utas sepine mosupo odum emumal nomid radiba mekaf fope kukego uniduvu odebol mewelu iluk ametu ukogan orevol bulore vosuvan lumutiz tide zefome zili ugese tugadub ones vefa kesen asizov namadaz n,o igeeun lido inuve,14,12,19,16,220,0.736842105263158,42.0,8.4,20.0,5,17,0.2631578947368421,msd_target_prefix_v1,1359.300000000745,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34641, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58630, 58578, 58264, 58528], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166645833333335, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00030000149999, ""observed_full_cycle_hz"": 48.00024000119999, ""observed_refresh_hz"": 240.00120000599995, ""per_cycle_slots"": 5, ""permutation"": [3, 0, 1, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P019,24,control,1,1,1,1,none,agit ilatil nife eporin porovim filaz ameg lapof ugebupu puzav uzesi alurune alizud amisole wipizam owifazo ulozof sira epef dapenow efub kalab gavuka idika lapavit orafofe evav itobup esiluwa lozizif amidoni mike epeki,agit ilatil nife eporin porovin,30,26,31,27,219,0.967741935483871,90.0,18.0,20.0,1,31,0.03225806451612903,msd_target_prefix_v1,1367.199999999255,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.800000000017462, ""mean_frame_interval_ms"": 4.166638883100642, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407418, ""observed_full_cycle_hz"": 240.00160034407418, ""observed_refresh_hz"": 240.00160034407418, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P019,24,control,2,2,1,1,none,aweko bela ilin usosak emub afuzola efeze ulemif temelof vikekuw puduned unig ravi ozufur muwuvim wupe begose ikonit lebava susolo obetet afik ibole uluzu inapir loziga lubok anida mogik titimo amibal debi zulam ifug ewe,awekp bela ilin usosak emub afi,29,24,31,26,220,0.935483870967742,87.0,17.400000000000002,20.0,2,31,0.06451612903225806,msd_target_prefix_v1,351.90000000037253,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166624999999997, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0024000240004, ""observed_full_cycle_hz"": 240.0024000240004, ""observed_refresh_hz"": 240.0024000240004, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P019,24,masked,3,2,4,4,mask+noise+anti-ocr+inversion,regut ulupis vafa olofe riveg oniwis ogat adowi pozeso wuzos unomun zigali anefuv tadod sumit ozun olilis nosibew done ufepavu akiwe ikasom usom ibufe upabate izubin ovokos domulol apake lafomo ezavebo evewi lapuz manisa,regut ulupis vafa olofe riveg oniwis o,38,32,38,32,220,1.0,114.0,22.8,20.0,0,38,0.0,msd_target_prefix_v1,943.4000000003725,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34681, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58163, 58476, 58590, 58771], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166638883100642, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000400086018544, ""observed_full_cycle_hz"": 48.00032006881484, ""observed_refresh_hz"": 240.00160034407418, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P020,26,masked,0,1,4,4,mask+noise+anti-ocr+inversion,ipiv detis balim kidiser tofum eleke tunubi iniver upukoma osun kakeni kezi vuwiw mubew ebas deduto lomipi nodivor numuzul ekop esek osid ozov ebon paron nikerop omoripe sodelol sodi zige upuzosa tivita sufe ewifuw isomo,ipiv detis balim kidiser tofum eleke tunubi iniver ipukoma,58,49,59,50,220,0.9830508474576272,174.0,34.800000000000004,20.0,1,59,0.01694915254237288,msd_target_prefix_v1,1007.3000000007451,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34541, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58562, 58451, 58247, 58740], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000008731, ""mean_frame_interval_ms"": 4.166625000000003, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00060000600001, ""observed_full_cycle_hz"": 48.00048000480001, ""observed_refresh_hz"": 240.00240002400005, ""per_cycle_slots"": 5, ""permutation"": [1, 0, 3, 2], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P020,26,control,1,1,1,1,none,azefo alim gese ogul gewurov furanof alid pafime uritaw depiv ovamepi zazevug melotu aviv obesuz oluz menin fifoza wapokuz naberes apeg ufal iror ruril awopele mokaso upibuk adukaf erowege udum tapef topof ropu urisi rat,azefo alim gese ogil gewurov furanof alid pafl=ikme,48,40,52,44,220,0.9230769230769231,144.0,28.8,20.0,4,49,0.07692307692307693,msd_target_prefix_v1,367.90000000037253,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407384, ""observed_full_cycle_hz"": 240.00160034407384, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P020,26,control,2,2,1,1,none,orifoz sozo abedo fenore munamer gerirep zazasi disu igiri esameg egasa pimugok okomuro abapeke palesir nisu lifizu guvekam ewigi limegoz uwegu tikuk lomi tapivef onuw oditumu omuri ruvodev zevofos zakuku kori ugilis boz,orifoz sozo anedo femore muanamer geriep za,40,34,43,37,220,0.9069767441860466,120.0,24.0,20.0,4,43,0.09302325581395349,msd_target_prefix_v1,295.0,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166624999999997, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0024000240004, ""observed_full_cycle_hz"": 240.0024000240004, ""observed_refresh_hz"": 240.0024000240004, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P020,26,masked,3,2,4,4,mask+noise+anti-ocr+inversion,gipi lupipuf lewato zigo neredo bivibob gowonal fapa zove lipo lizu fanem rasawig lasawi puwasiv enapek pevolu benivi pakuvon osali ogop odip azez gusubov zomuwa rabe ebipim esove ninan rose topeluf fumamik vekinel idato,gipi luoipuf lewato zigo neredo bivibob gow,42,36,43,37,220,0.9767441860465116,126.0,25.200000000000003,20.0,1,43,0.023255813953488372,msd_target_prefix_v1,431.1000000014901,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34976, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58542, 58458, 58658, 58342], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00040008601846, ""observed_full_cycle_hz"": 48.000320068814766, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P021,27,control,0,1,1,1,none,povor egamava owir ebukup newen wodef omuvog ifif igekuti itinal feke wovirow newipu dumolar oseg iwur owaba gudub oladigi ateko ebuzowo agogut ologi zosogi avuwu agurisu fosoma febono beno uporop ganem koguzek awom onov,povor egamava owir ebukbup,25,22,26,23,220,0.9615384615384616,75.0,15.0,20.0,1,25,0.038461538461538464,msd_target_prefix_v1,926.3000000007451,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00280061613546, ""observed_full_cycle_hz"": 240.00280061613546, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P021,27,masked,1,1,4,4,mask+noise+anti-ocr+inversion,rekowa odized aruvat radosi enabovu farada rarefik ikev puvuna tutude oleg ededu zevemur anivina omilof guri rulenu fupu fuzumo ezisuro umivusu piwu asoki susafud magop nekugop sibizen averoze zokol esaniz witi itukisi a,rekowa odized aruvat radois,26,23,27,24,220,0.962962962962963,78.0,15.600000000000001,20.0,1,26,0.037037037037037035,msd_target_prefix_v1,1655.699999999255,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34500, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58432, 58859, 58452, 58257], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.699999999982538, ""mean_frame_interval_ms"": 4.166624999999997, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.0006000060001, ""observed_full_cycle_hz"": 48.00048000480008, ""observed_refresh_hz"": 240.0024000240004, ""per_cycle_slots"": 5, ""permutation"": [1, 0, 2, 3], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P021,27,masked,2,2,4,4,mask+noise+anti-ocr+inversion,igem ovaba vewuv purigu saribu fuwuv petuba ibid urepov kubok mupuki upen ogofek bulefa oves wowizeg unegafe puvusu odezeb lobata dafe idiwenu pakigu ekenan apefu epumewo ogofuv etub ibaru mutumo ukimito ubivigu voke rif,igem ovbba vewuv purigu,22,19,23,20,220,0.9565217391304348,66.0,13.200000000000001,20.0,1,23,0.043478260869565216,msd_target_prefix_v1,1063.800000000745,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 35281, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58237, 58708, 58491, 58564], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166645833333332, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00030000150002, ""observed_full_cycle_hz"": 48.00024000120002, ""observed_refresh_hz"": 240.0012000060001, ""per_cycle_slots"": 5, ""permutation"": [3, 2, 0, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P021,27,control,3,2,1,1,none,okafamu omuv mikozun izok faneba donip azew evuno tepuwan subusas upuw zedo opep sefef pukegad fivalof owowaw kepewar vilif tititan ebem tigemap riwis epawu zetal ipebid omopo esaf vikil sewovi ekemu dusulo olodelu kisor,okafamu omuv mikdozun izko fa,26,22,29,25,220,0.896551724137931,78.0,15.600000000000001,20.0,3,28,0.10344827586206896,msd_target_prefix_v1,511.5,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166645833333338, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00120000599975, ""observed_full_cycle_hz"": 240.00120000599975, ""observed_refresh_hz"": 240.00120000599975, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P022,28,masked,0,1,4,4,mask+noise+anti-ocr+inversion,uzosoz kaboni atogon dumad teto bulot ipetef tape polub ezow unare zunodur ewopi zekez onon narifan ameruga vadakuv ipiva dime fadefa ateded guwivut uvobazi ososir ezetala ogavin ubefo banukit uvot dogumi uburap sabiz os,uzosoz kaboni atogon dumad teto bulot ipet,42,36,42,36,220,1.0,126.0,25.200000000000003,20.0,0,42,0.0,msd_target_prefix_v1,943.6000000014901,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34711, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58377, 58688, 58446, 58489], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166638883100646, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000400086018495, ""observed_full_cycle_hz"": 48.000320068814794, ""observed_refresh_hz"": 240.00160034407398, ""per_cycle_slots"": 5, ""permutation"": [3, 2, 0, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P022,28,control,1,1,1,1,none,finuvi efezo sezod botate erifiv fosu ugozafo evetus sobaw iwosas uvus lomev lozubo okakid pigi enimu gane ukuri fakuti vulota zoruwiw iloti obeto pagi uzobere osisum ubuz ogawize kuged roki viti tomep sosul uzit atiwo b,fimivo rfrzo sezod botate erifiv fosu ugo,36,30,41,35,220,0.8780487804878049,108.0,21.6,20.0,5,41,0.12195121951219512,msd_target_prefix_v1,165.89999999850988,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.166625000000003, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00240002400005, ""observed_full_cycle_hz"": 240.00240002400005, ""observed_refresh_hz"": 240.00240002400005, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4801, ""safe_flicker_hz"": 50, ""timing_intervals"": 4800, ""width"": 900}"
P022,28,control,2,2,1,1,none,ogim etan demido upawu zogaku udukuto ukusu geziw futukor vefiwuk vaduris zafe efak ezesoz selep umiwe azit okod uneka usaka pevudo uzati awer idurama ipopaga wovudil esepuze igefe tadap toga aribow kurat utiton egonaf t,ogim etan demifo upawu zogaku udukuko ukusu,42,35,44,37,220,0.9545454545454546,126.0,25.200000000000003,20.0,2,44,0.045454545454545456,msd_target_prefix_v1,190.90000000223517,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166618045426126, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00280061613583, ""observed_full_cycle_hz"": 240.00280061613583, ""observed_refresh_hz"": 240.00280061613583, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P022,28,masked,3,2,4,4,mask+noise+anti-ocr+inversion,ofum avore bapumup mopafem ezip refabo ofab zeduz izapina ebeton ipevu nafe falaze vifa ufaga pelupu ivif lonuruv tukivov mami lesofa bufu suda kumomeg kipupo verili rini ukokuwa afuraf apek unafu reforir foze tufu ewipa,ofum avore bapump nopafem ezip refabo,36,31,37,32,220,0.9473684210526316,108.0,21.6,20.0,2,38,0.05263157894736842,msd_target_prefix_v1,1566.8999999985099,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34520, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58718, 58344, 58615, 58323], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000023283, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00040008601846, ""observed_full_cycle_hz"": 48.000320068814766, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 5, ""permutation"": [2, 0, 1, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P023,29,control,0,1,1,1,none,tuvos remefum temese kelub irol uzaliz ufewe peso pali miwelat zogu aboputi woda ufigina urena wiwewuv nida iniv paku rasoful emulino mudab nitu pelod abevi poziram owubi wison repan ipotiba ufum vipon ifidaza ufib mapen,tuvos remefum temrse kelub irol,31,26,32,27,220,0.96875,93.0,18.6,20.0,1,32,0.03125,msd_target_prefix_v1,775.8000000007451,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.166638883100646, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407398, ""observed_full_cycle_hz"": 240.00160034407398, ""observed_refresh_hz"": 240.00160034407398, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P023,29,masked,1,1,4,4,mask+noise+anti-ocr+inversion,ewebo ezisa nudufo rumesor ozuzaza vetagaw bilanur osekeze uvoti tepedez fepabiv izages abawu tufi olid ebog afabo lupobi osupoli duvu zotila nawoku otez bumesel upav funibam wepiv zonow suti idad zifunun iguru doloso vi,ewebo eaisa nudufo rumesor oz,28,24,29,25,220,0.9655172413793104,84.0,16.8,20.0,1,29,0.034482758620689655,msd_target_prefix_v1,447.1000000014901,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34626, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58616, 58172, 58595, 58617], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000005821, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.00040008601846, ""observed_full_cycle_hz"": 48.000320068814766, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 5, ""permutation"": [1, 0, 2, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P023,29,masked,2,2,4,4,mask+noise+anti-ocr+inversion,koguro okudem asil ebumer awim kazego urega ivimu bazut idigabe uwiv vawule uweras mafiber vaso dule izis tovo tifatag vipufin nefawat uwez imilori gitu asis atasas ilesi molo isow ulup abuvude dedu isek terazu gowuw agi,koguro okuden asil ebuner aw,26,22,28,24,220,0.9285714285714286,78.0,15.600000000000001,20.0,2,28,0.07142857142857142,msd_target_prefix_v1,438.8999999985099,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 34318, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [58564, 58558, 58440, 58438], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 260, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999976717, ""mean_frame_interval_ms"": 4.166618045426132, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 60.000700154033865, ""observed_full_cycle_hz"": 48.00056012322709, ""observed_refresh_hz"": 240.00280061613546, ""per_cycle_slots"": 5, ""permutation"": [2, 0, 3, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
P023,29,control,3,2,1,1,none,olot avokuga kuta fipew warere finu ukebav bive imibov evor egine nofu pusu imefi ofot zivifot nololab rudalu savigeb urinavu onem lola inefuno ofid tisov gigisul peveb weweti bosupu zaso ipin agotufe arelo funu fubew ta,olot avokuga kuta fipew wEREER U,26,21,32,27,220,0.8125,78.0,15.600000000000001,20.0,6,32,0.1875,msd_target_prefix_v1,311.19999999925494,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 260, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.1666388831006484, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00160034407384, ""observed_full_cycle_hz"": 240.00160034407384, ""observed_refresh_hz"": 240.00160034407384, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 4800, ""safe_flicker_hz"": 50, ""timing_intervals"": 4799, ""width"": 900}"
